pert_id	pert_iname	Toxicity
BRD-K51730347	diphencyprone	NO_Toxicity
BRD-K38477985	malonoben	NO_Toxicity
BRD-K14920963	erythrosine	NO_Toxicity
BRD-A50737080	CGK-733	NO_Toxicity
BRD-K80431395	triciribine	YES_Toxicity
BRD-K93080877	Ala-Ala-Phe-CMK	NO_Toxicity
BRD-M00539986	formoterol	NO_Toxicity
BRD-K67506692	tyrphostin-AG-126	NO_Toxicity
BRD-K06593056	LE-135	NO_Toxicity
BRD-A56020723	CA-074-Me	NO_Toxicity
BRD-K39111395	BCL2-inhibitor	NO_Toxicity
BRD-A11706664	triciribine	YES_Toxicity
BRD-K33583600	isoliquiritigenin	NO_Toxicity
BRD-A94756469	digoxin	YES_Toxicity
BRD-K51290057	SA-792709	NO_Toxicity
BRD-A71459254	cymarin	NO_Toxicity
BRD-K03067624	emetine	YES_Toxicity
BRD-K71512533	SNS-314	NO_Toxicity
BRD-A74500471	ethambutol	NO_Toxicity
BRD-A59808129	guggulsterone	NO_Toxicity
BRD-K59197931	naproxen	YES_Toxicity
BRD-K73293050	WZ-3146	NO_Toxicity
BRD-K27710560	splitomycin	NO_Toxicity
BRD-A29322418	canrenoic-acid	NO_Toxicity
BRD-K13664374	dichloroacetic-acid	NO_Toxicity
BRD-A41555725	chlortetracycline	NO_Toxicity
BRD-K53263234	CITCO	NO_Toxicity
BRD-K40624912	ZM-39923	NO_Toxicity
BRD-K05464208	JX-401	NO_Toxicity
BRD-K37798499	etoposide	YES_Toxicity
BRD-K99447003	enalaprilat	NO_Toxicity
BRD-A97739905	ketoprofen	YES_Toxicity
BRD-A71203467	L-stepholidine	NO_Toxicity
BRD-K24132293	piperlongumine	NO_Toxicity
BRD-K65786282	CGP-7930	NO_Toxicity
BRD-K07212038	selinidin	NO_Toxicity
BRD-K71059170	cefixime	NO_Toxicity
BRD-K29530284	amlexanox	NO_Toxicity
BRD-A52282606	lacidipine	NO_Toxicity
BRD-K05901394	terguride	YES_Toxicity
BRD-A62071884	siguazodan	NO_Toxicity
BRD-K06426971	ryuvidine	YES_Toxicity
BRD-A61856038	tremulacin	NO_Toxicity
BRD-K10065684	dantron	NO_Toxicity
BRD-A37541666	naloxone	NO_Toxicity
BRD-K24526313	levcromakalim	NO_Toxicity
BRD-K62736196	guanaben-acetate	YES_Toxicity
BRD-K54708045	nTZDpa	NO_Toxicity
BRD-K25591257	resveratrol	NO_Toxicity
BRD-A26334849	propafenone	NO_Toxicity
BRD-K31627533	rimexolone	YES_Toxicity
BRD-K73589491	nizatidine	YES_Toxicity
BRD-K61192372	capecitabine	NO_Toxicity
BRD-K91623615	ABT-751	NO_Toxicity
BRD-K36258877	AZ-10417808	NO_Toxicity
BRD-K70330367	amantadine	YES_Toxicity
BRD-A71816415	pravastatin	NO_Toxicity
BRD-A68589262	troxipide	NO_Toxicity
BRD-K68190965	GR-46611	NO_Toxicity
BRD-K05151076	ZK-164015	YES_Toxicity
BRD-K16977723	PP-3	YES_Toxicity
BRD-A15931911	bucladesine	NO_Toxicity
BRD-K88560311	rucaparib	YES_Toxicity
BRD-K34441861	moexipril	NO_Toxicity
BRD-K84658672	nateglinide	NO_Toxicity
BRD-K30189597	SYK-inhibitor	NO_Toxicity
BRD-A52530684	doxorubicin	YES_Toxicity
BRD-A15034104	bergenin	NO_Toxicity
BRD-K15502390	nevirapine	YES_Toxicity
BRD-K50214219	CS-1657	NO_Toxicity
BRD-A09467419	mebeverine	NO_Toxicity
BRD-A72441487	stiripentol	NO_Toxicity
BRD-A10420615	cyclopiazonic-acid	NO_Toxicity
BRD-K61097567	SB-218795	YES_Toxicity
BRD-K99498722	plinabulin	NO_Toxicity
BRD-K96778649	tyrphostin-47	NO_Toxicity
BRD-A50764878	MDL-73005EF	NO_Toxicity
BRD-A34706053	CGP-12177	YES_Toxicity
BRD-K45988865	tetramethylsilane	NO_Toxicity
BRD-A83695761	chromanol	NO_Toxicity
BRD-K89687904	PKCbeta-inhibitor	NO_Toxicity
BRD-K88742110	PCI-34051	YES_Toxicity
BRD-A56892734	esomeprazole	NO_Toxicity
BRD-K25186396	tangeritin	NO_Toxicity
BRD-K98530306	clonidine	YES_Toxicity
BRD-K91699951	benzonatate	NO_Toxicity
BRD-K84937637	sirolimus	NO_Toxicity
BRD-K44779798	miglitol	NO_Toxicity
BRD-K20141153	atomoxetine	YES_Toxicity
BRD-K07859598	GW-5074	YES_Toxicity
BRD-K07220430	cinnarizine	NO_Toxicity
BRD-A01295252	7-hydroxy-PIPAT	NO_Toxicity
BRD-K99174507	cardiogenol-c	NO_Toxicity
BRD-A36151937	genistein	NO_Toxicity
BRD-A21858158	praziquantel	NO_Toxicity
BRD-K66412701	pazufloxacin	NO_Toxicity
BRD-A11990600	lorazepam	NO_Toxicity
BRD-K09859624	methantheline	NO_Toxicity
BRD-K72816382	cinalukast	NO_Toxicity
BRD-A13188892	doxazosin	NO_Toxicity
BRD-K73196317	urapidil	NO_Toxicity
BRD-A39052811	mosapride	NO_Toxicity
BRD-K48029790	OBAA	YES_Toxicity
BRD-A04352665	maraviroc	NO_Toxicity
BRD-K11129031	gemfibrozil	NO_Toxicity
BRD-K20755323	SKI-II	NO_Toxicity
BRD-M45964048	verteporfin	NO_Toxicity
BRD-K83023055	GR-135531	NO_Toxicity
BRD-A77216878	manumycin-a	NO_Toxicity
BRD-K32795028	1-benzylimidazole	NO_Toxicity
BRD-A02713983	dihydrodeoxygedunin	NO_Toxicity
BRD-A93255169	thalidomide	YES_Toxicity
BRD-K28296557	AKT-inhibitor-IV	NO_Toxicity
BRD-K16336526	capsaicin	YES_Toxicity
BRD-K37270826	mifepristone	NO_Toxicity
BRD-K29905972	axitinib	YES_Toxicity
BRD-K78633253	EXO-1	NO_Toxicity
BRD-K00312224	PPT	YES_Toxicity
BRD-A99449986	MT-21	NO_Toxicity
BRD-K60174629	z-prolyl-prolinal	NO_Toxicity
BRD-K57033106	tripelennamine	YES_Toxicity
BRD-K93325701	damnacanthal	NO_Toxicity
BRD-K50891186	GR-103691	YES_Toxicity
BRD-K00486786	Ro-08-2750	NO_Toxicity
BRD-K59058766	chlorprothixene	YES_Toxicity
BRD-A97454584	nadolol	NO_Toxicity
BRD-K46678324	RHO-kinase-inhibitor-II	NO_Toxicity
BRD-K91701654	U-0126	YES_Toxicity
BRD-K74733595	APHA-compound-8	YES_Toxicity
BRD-K81209512	AG-494	NO_Toxicity
BRD-K43330982	JTE-013	NO_Toxicity
BRD-K03015355	forskolin	YES_Toxicity
BRD-K38055836	etamivan	YES_Toxicity
BRD-K83063356	RS-102895	YES_Toxicity
BRD-K41859756	NVP-AUY922	NO_Toxicity
BRD-A63667919	methylergometrine	YES_Toxicity
BRD-K98490050	amsacrine	NO_Toxicity
BRD-K49890030	gavestinel	NO_Toxicity
BRD-K23583188	lavendustin-a	NO_Toxicity
BRD-K83637872	SANT-1	NO_Toxicity
BRD-A71799696	BH3I-1	NO_Toxicity
BRD-A75455249	kavain	NO_Toxicity
BRD-K92870997	pterostilbene	NO_Toxicity
BRD-K29359156	ebselen	NO_Toxicity
BRD-K67831364	ZM-323881	YES_Toxicity
BRD-K90382497	GW-843682X	NO_Toxicity
BRD-K02965346	SU-11274	NO_Toxicity
BRD-A22256192	terazosin	NO_Toxicity
BRD-K85871428	SC-68376	NO_Toxicity
BRD-A73741725	exemestane	NO_Toxicity
BRD-K28453807	nitrocaramiphen	YES_Toxicity
BRD-A26032986	zaldaride	NO_Toxicity
BRD-A31195449	TCB2	NO_Toxicity
BRD-K38305202	domperidone	NO_Toxicity
BRD-K79254416	decitabine	NO_Toxicity
BRD-K45158365	valsartan	NO_Toxicity
BRD-K29173907	isoflupredone-acetate	NO_Toxicity
BRD-K91509126	piceatannol	NO_Toxicity
BRD-A62025033	temsirolimus	NO_Toxicity
BRD-K56558538	ambroxol	NO_Toxicity
BRD-K55034111	pefloxacin	NO_Toxicity
BRD-K17008822	BD-1008	NO_Toxicity
BRD-K45888792	huperzine-a	YES_Toxicity
BRD-K05977355	fluconazole	NO_Toxicity
BRD-K40902647	vincamine	NO_Toxicity
BRD-K93461745	buspirone	YES_Toxicity
BRD-K67847053	guanabenz	YES_Toxicity
BRD-K29178788	dictamnine	NO_Toxicity
BRD-K26241953	piceatannol	NO_Toxicity
BRD-K29582677	flunarizine	YES_Toxicity
BRD-K81847782	scandenin	NO_Toxicity
BRD-K28307902	flutamide	YES_Toxicity
BRD-K63151507	MNITMT	YES_Toxicity
BRD-A91008255	bepridil	NO_Toxicity
BRD-K59273480	propentofylline	NO_Toxicity
BRD-K31534764	fluvoxamine	NO_Toxicity
BRD-K50311478	tosyl-phenylalanyl-chloromethyl-ketone	NO_Toxicity
BRD-K34170797	fexaramine	NO_Toxicity
BRD-K89348303	ramipril	NO_Toxicity
BRD-A51829654	BRL-15572	NO_Toxicity
BRD-K08890269	CO-102862	NO_Toxicity
BRD-K71879491	tretinoin	NO_Toxicity
BRD-K39965020	doconexent	NO_Toxicity
BRD-A13084692	troglitazone	NO_Toxicity
BRD-K89923877	scopolamine	YES_Toxicity
BRD-K25310650	ormetoprim	NO_Toxicity
BRD-K53665955	MK-5108	NO_Toxicity
BRD-K78959463	FPL-64176	NO_Toxicity
BRD-K40887525	ritanserin	NO_Toxicity
BRD-K77171813	proxyfan	YES_Toxicity
BRD-A70449690	forskolin	NO_Toxicity
BRD-K05104363	PD-184352	NO_Toxicity
BRD-K42635745	suloctidil	NO_Toxicity
BRD-K12057390	apigenin	NO_Toxicity
BRD-K42573370	avrainvillamide-analog-2	NO_Toxicity
BRD-K50324045	avrainvillamide-analog-6	NO_Toxicity
BRD-K37814297	acepromazine	NO_Toxicity
BRD-K34014345	naproxol	NO_Toxicity
BRD-A71262238	nafadotride	NO_Toxicity
BRD-K14221570	benzopurpurin-4b	NO_Toxicity
BRD-K96471533	nitazoxanide	NO_Toxicity
BRD-A35511923	L-803087	YES_Toxicity
BRD-K47278471	diphenhydramine	YES_Toxicity
BRD-K34820100	tebuthiuron	NO_Toxicity
BRD-K70511574	HMN-214	NO_Toxicity
BRD-K93201660	ML-7	NO_Toxicity
BRD-K49456190	prima-1-met	NO_Toxicity
BRD-K10995081	perphenazine	YES_Toxicity
BRD-K02581333	protein-tyrosine-phosphatase-inhibitor-IV	NO_Toxicity
BRD-K12219985	glipizide	NO_Toxicity
BRD-K99063460	didanosine	NO_Toxicity
BRD-K66615216	moxifloxacin	NO_Toxicity
BRD-K28346421	rifapentine	NO_Toxicity
BRD-K20338176	cefaclor	NO_Toxicity
BRD-K32821942	azathioprine	YES_Toxicity
BRD-K55462201	AM-404	NO_Toxicity
BRD-K47635719	dexamethasone	NO_Toxicity
BRD-A57382968	piroxicam	NO_Toxicity
BRD-K59256312	gabexate	NO_Toxicity
BRD-K42500029	CGP-57380	YES_Toxicity
BRD-K66896231	ipidacrine	YES_Toxicity
BRD-K16664969	GTP-14564	NO_Toxicity
BRD-K71534238	GW-9508	NO_Toxicity
BRD-K37846922	3,3'-diindolylmethane	NO_Toxicity
BRD-K56699285	metergoline	NO_Toxicity
BRD-A74980173	gatifloxacin	NO_Toxicity
BRD-K09397065	SR-57227A	YES_Toxicity
BRD-K28178212	GW-441756	NO_Toxicity
BRD-K00234327	RU-24969	YES_Toxicity
BRD-A69636825	diltiazem	YES_Toxicity
BRD-A92630576	trimebutine	NO_Toxicity
BRD-K13049116	BMS-754807	YES_Toxicity
BRD-A58564983	selamectin	NO_Toxicity
BRD-K18523449	mestanolone	NO_Toxicity
BRD-K17075857	chloroxine	NO_Toxicity
BRD-K39915878	loxapine	YES_Toxicity
BRD-K40758068	efavirenz	NO_Toxicity
BRD-A34751532	homosalate	NO_Toxicity
BRD-A48430263	pioglitazone	NO_Toxicity
BRD-K51095933	estropipate	NO_Toxicity
BRD-K04430056	7-nitroindazole	YES_Toxicity
BRD-K62929068	6-benzylaminopurine	NO_Toxicity
BRD-K88679075	methandriol	NO_Toxicity
BRD-K19227686	phenolphthalein	NO_Toxicity
BRD-K57179821	crotamiton	NO_Toxicity
BRD-K77830450	forskolin	NO_Toxicity
BRD-K41731458	triclosan	NO_Toxicity
BRD-K60160658	tiagabine	NO_Toxicity
BRD-A06352418	terfenadine	NO_Toxicity
BRD-K90524085	MY-5445	NO_Toxicity
BRD-K83302049	protopine	YES_Toxicity
BRD-K94887716	TFMPP	NO_Toxicity
BRD-A50311610	meclizine	NO_Toxicity
BRD-K03557653	sappanone-a	NO_Toxicity
BRD-K79404599	enzastaurin	NO_Toxicity
BRD-A11678676	wortmannin	NO_Toxicity
BRD-K67783091	haloperidol	YES_Toxicity
BRD-A19248578	latrunculin-b	NO_Toxicity
BRD-K04010869	prostaglandin-a1	YES_Toxicity
BRD-K45033733	famciclovir	NO_Toxicity
BRD-K30480208	torasemide	NO_Toxicity
BRD-K19533706	tranilast	NO_Toxicity
BRD-K05396879	15-delta-prostaglandin-j2	NO_Toxicity
BRD-A41450521	tosufloxacin	NO_Toxicity
BRD-A43940795	tetrahydropalmatine	NO_Toxicity
BRD-K68132782	terbinafine	NO_Toxicity
BRD-A01593789	chlormadinone-acetate	NO_Toxicity
BRD-A67552655	etomoxir	YES_Toxicity
BRD-A00993607	alprenolol	YES_Toxicity
BRD-K19309090	SR-95639A	NO_Toxicity
BRD-K43736954	cortisone	NO_Toxicity
BRD-K29458283	chlorambucil	YES_Toxicity
BRD-A45140972	meclocycline	NO_Toxicity
BRD-K76534306	enrofloxacin	NO_Toxicity
BRD-K20482099	rutin	NO_Toxicity
BRD-K92778217	mefenamic-acid	NO_Toxicity
BRD-K41996876	tyrphostin-1	NO_Toxicity
BRD-A70083328	secnidazole	NO_Toxicity
BRD-A85025557	NCS-382	NO_Toxicity
BRD-K63923597	barasertib-HQPA	NO_Toxicity
BRD-K50938287	sumatriptan	NO_Toxicity
BRD-A15415227	GW-1929	NO_Toxicity
BRD-A87606379	nadolol	NO_Toxicity
BRD-K71430621	clobenpropit	YES_Toxicity
BRD-K32164935	tolazamide	NO_Toxicity
BRD-K45117373	Y-26763	NO_Toxicity
BRD-K80639402	SB-258585	NO_Toxicity
BRD-K85119730	tolbutamide	NO_Toxicity
BRD-K93645900	tadalafil	YES_Toxicity
BRD-K80315159	DPPE	NO_Toxicity
BRD-K05737787	isoeugenol	NO_Toxicity
BRD-K29950728	clomifene	NO_Toxicity
BRD-A67799922	phenoxybenzamine	NO_Toxicity
BRD-A50675702	fipronil	YES_Toxicity
BRD-A54490543	pirlindole	NO_Toxicity
BRD-K18909381	CGS-12066B	NO_Toxicity
BRD-K88741031	methyl-2,5-dihydroxycinnamate	NO_Toxicity
BRD-K81839095	estrone	NO_Toxicity
BRD-K54759182	dosulepin	YES_Toxicity
BRD-K59369769	tozasertib	NO_Toxicity
BRD-K10961822	latanoprost	YES_Toxicity
BRD-A14395271	mesoridazine	NO_Toxicity
BRD-A92177080	betamethasone-acetate	NO_Toxicity
BRD-K02407574	parbendazole	YES_Toxicity
BRD-K13544237	r(-)-propylnorapomorphine	YES_Toxicity
BRD-M86331534	pyrvinium-pamoate	YES_Toxicity
BRD-K89930444	AG-592	NO_Toxicity
BRD-K55677650	CO-101244	NO_Toxicity
BRD-K29673530	hypericin	NO_Toxicity
BRD-K82823804	PD-407824	NO_Toxicity
BRD-K47150025	KI-8751	YES_Toxicity
BRD-K24681473	YM-155	NO_Toxicity
BRD-K52313696	tacedinaline	YES_Toxicity
BRD-K17497770	butein	NO_Toxicity
BRD-K49294207	BIBU-1361	NO_Toxicity
BRD-K28907958	CD-437	NO_Toxicity
BRD-A26199074	calmidazolium	NO_Toxicity
BRD-K30296925	flavokavain-b	NO_Toxicity
BRD-K51751936	alfadolone-acetate	NO_Toxicity
BRD-K17705806	JTC-801	NO_Toxicity
BRD-K79353516	indolophenanthridine	YES_Toxicity
BRD-A45543382	metrizamide	NO_Toxicity
BRD-K96134740	kitasamycin	NO_Toxicity
BRD-K39120595	bithionol	YES_Toxicity
BRD-K56064827	EI-273	NO_Toxicity
BRD-K15519488	CS-110266	NO_Toxicity
BRD-K65331431	retinyl-acetate	NO_Toxicity
BRD-K82109576	vincristine	NO_Toxicity
BRD-K00675675	CL-82198	YES_Toxicity
BRD-K51485625	ritonavir	NO_Toxicity
BRD-K47869605	podophyllotoxin	YES_Toxicity
BRD-K46862739	metyrapone	NO_Toxicity
BRD-K13927029	retinol	NO_Toxicity
BRD-A22032524	amlodipine	YES_Toxicity
BRD-K79116891	proxymetacaine	YES_Toxicity
BRD-K09963420	saquinavir	NO_Toxicity
BRD-K18816859	L-694247	NO_Toxicity
BRD-K47936004	piribedil	NO_Toxicity
BRD-K09416995	lovastatin	NO_Toxicity
BRD-K49481516	galantamine	YES_Toxicity
BRD-A17655518	ibuprofen	YES_Toxicity
BRD-A26384407	chlorthalidone	NO_Toxicity
BRD-K67100011	pivmecillinam	NO_Toxicity
BRD-K77987382	mebendazole	YES_Toxicity
BRD-A07440155	labetalol	NO_Toxicity
BRD-K79145749	dibenzepin	YES_Toxicity
BRD-K68507560	dicycloverine	NO_Toxicity
BRD-A65615053	zacopride	YES_Toxicity
BRD-K65417056	meprylcaine	NO_Toxicity
BRD-A28746609	paclitaxel	YES_Toxicity
BRD-A38030642	cyclosporin-a	NO_Toxicity
BRD-K95808480	taxifolin	NO_Toxicity
BRD-K46137903	prednicarbate	NO_Toxicity
BRD-K39987650	bisacodyl	NO_Toxicity
BRD-A60571864	budesonide	NO_Toxicity
BRD-K22134346	simvastatin	NO_Toxicity
BRD-K91263825	nortriptyline	YES_Toxicity
BRD-A72703248	SKF-96365	NO_Toxicity
BRD-K36927236	glibenclamide	NO_Toxicity
BRD-K21733600	rofecoxib	NO_Toxicity
BRD-K62374253	rufloxacin	NO_Toxicity
BRD-K25433859	maprotiline	NO_Toxicity
BRD-K73999723	telmisartan	NO_Toxicity
BRD-A79768653	sirolimus	NO_Toxicity
BRD-K92984783	melperone	YES_Toxicity
BRD-K31342827	bisindolylmaleimide	NO_Toxicity
BRD-K63550407	erythromycin	NO_Toxicity
BRD-K44353683	nateglinide	NO_Toxicity
BRD-A39172021	ampiroxicam	NO_Toxicity
BRD-K76205745	losartan	YES_Toxicity
BRD-K25394294	oxaprozin	NO_Toxicity
BRD-A49447682	desoximetasone	NO_Toxicity
BRD-K96319534	phentermine	YES_Toxicity
BRD-A36074203	remacemide	NO_Toxicity
BRD-K51350053	toremifene	NO_Toxicity
BRD-A70649075	sulconazole	NO_Toxicity
BRD-K82846253	repaglinide	NO_Toxicity
BRD-K11540476	EMF-BCA1-64	NO_Toxicity
BRD-K15715913	fluperlapine	YES_Toxicity
BRD-K37694030	doxepin	YES_Toxicity
BRD-A93206962	L-755507	NO_Toxicity
BRD-K19352500	prochlorperazine	NO_Toxicity
BRD-K25224017	pirenperone	NO_Toxicity
BRD-A75769826	SDM-25N	NO_Toxicity
BRD-K77947974	fluspirilene	NO_Toxicity
BRD-K34776109	glimepiride	NO_Toxicity
BRD-K32501161	vanoxerine	NO_Toxicity
BRD-K53857191	risperidone	YES_Toxicity
BRD-A68723818	brompheniramine	YES_Toxicity
BRD-K34608650	GP-2a	YES_Toxicity
BRD-K12867552	PCI-24781	YES_Toxicity
BRD-K11911061	GR-127935	NO_Toxicity
BRD-K51033547	tramadol	YES_Toxicity
BRD-K54790157	trioxsalen	NO_Toxicity
BRD-K52394958	GR-159897	NO_Toxicity
BRD-K12120659	GR-144053	NO_Toxicity
BRD-K02283807	GR-32191	YES_Toxicity
BRD-K86887724	dofetilide	NO_Toxicity
BRD-A13650332	flucloxacillin	NO_Toxicity
BRD-K50135270	GBR-12935	NO_Toxicity
BRD-K22828899	TUL-XXI039	NO_Toxicity
BRD-K11663430	pyroxamide	YES_Toxicity
BRD-K13810148	givinostat	NO_Toxicity
BRD-A85424553	thioperamide	NO_Toxicity
BRD-A11605036	thiocolchicoside	YES_Toxicity
BRD-A59943784	fluticasone	NO_Toxicity
BRD-K90553655	testosterone	NO_Toxicity
BRD-K06147391	telenzepine	NO_Toxicity
BRD-K60184833	tyrphostin-AG-99	NO_Toxicity
BRD-A23723433	paclitaxel	YES_Toxicity
BRD-K18059238	gamma-linolenic-acid	NO_Toxicity
BRD-A71009679	KU-C103420N	NO_Toxicity
BRD-K34154330	tracazolate	NO_Toxicity
BRD-K95763993	trapidil	YES_Toxicity
BRD-K11158509	tyrphostin-B44	NO_Toxicity
BRD-K14821540	FCCP	NO_Toxicity
BRD-A83859836	tropisetron	YES_Toxicity
BRD-K24538644	KU-C104502N	NO_Toxicity
BRD-K45446451	JZL-184	YES_Toxicity
BRD-A76279427	myriocin	YES_Toxicity
BRD-A15079084	phorbol-12-myristate-13-acetate	YES_Toxicity
BRD-K53972329	ruxolitinib	NO_Toxicity
BRD-A84702196	penicillin	NO_Toxicity
BRD-K97056771	GNF-2	NO_Toxicity
BRD-A35108200	dexamethasone	NO_Toxicity
BRD-K48735772	PD-158780	NO_Toxicity
BRD-A62336480	niguldipine	NO_Toxicity
BRD-K60476892	YC-1	YES_Toxicity
BRD-A60197193	amisulpride	NO_Toxicity
BRD-K15601958	SEW-2871	NO_Toxicity
BRD-K91243525	SR-142948	NO_Toxicity
BRD-A82590476	SDZ-NKT-343	NO_Toxicity
BRD-K59163477	cisapride	NO_Toxicity
BRD-K07888107	depudecin	NO_Toxicity
BRD-A96107863	nisoldipine	NO_Toxicity
BRD-A22844106	tenoxicam	YES_Toxicity
BRD-K90976994	dehydrocholic-acid	NO_Toxicity
BRD-K72703948	ZM-447439	NO_Toxicity
BRD-K66874953	pifithrin-alpha	YES_Toxicity
BRD-K43744935	tamoxifen	NO_Toxicity
BRD-K28137194	loreclezole	NO_Toxicity
BRD-K43245338	MDL-28170	NO_Toxicity
BRD-K97564742	mepyramine	YES_Toxicity
BRD-K70241288	L-692585	NO_Toxicity
BRD-K64310881	MW-STK33-3B	NO_Toxicity
BRD-K10176267	L-701252	YES_Toxicity
BRD-K60060639	N-methyllidocaine-iodide	YES_Toxicity
BRD-K16485616	mocetinostat	YES_Toxicity
BRD-K62363391	dapsone	YES_Toxicity
BRD-K73991644	isoquercetin	NO_Toxicity
BRD-K70358946	aripiprazole	NO_Toxicity
BRD-A39255369	DCPIB	NO_Toxicity
BRD-K29733039	deforolimus	NO_Toxicity
BRD-A97674275	ranolazine	NO_Toxicity
BRD-K24675965	LY-288513	NO_Toxicity
BRD-K73589401	corticosterone	YES_Toxicity
BRD-K56334280	amonafide	NO_Toxicity
BRD-A85860691	chaetocin	NO_Toxicity
