pert_id	TAG	pert_iname	Toxicity
BRD-K43887077	0.0	dopamine	NO_Toxicity
BRD-K10995081	0.0	perphenazine	YES_Toxicity
BRD-K15262564	0.0	mupirocin	NO_Toxicity
BRD-A75368507	0.0	demeclocycline	NO_Toxicity
BRD-K29458283	0.0	chlorambucil	YES_Toxicity
BRD-K93433262	0.0	alfacalcidol	YES_Toxicity
BRD-K87555556	0.0	amiodarone	NO_Toxicity
BRD-A94793051	0.0	gestrinone	NO_Toxicity
BRD-A24228527	0.0	ofloxacin	NO_Toxicity
BRD-K82381502	0.0	acetylcholine	NO_Toxicity
BRD-A80638690	0.0	floxuridine	YES_Toxicity
BRD-K32821942	0.0	azathioprine	YES_Toxicity
BRD-A16478930	0.0	amcinonide	NO_Toxicity
BRD-K06335600	0.0	tizanidine	YES_Toxicity
BRD-A88774919	0.0	doxycycline	NO_Toxicity
BRD-A25067867	0.0	benzatropine	YES_Toxicity
BRD-K70976396	0.0	cefoxitin	NO_Toxicity
BRD-K94830329	0.0	ataluren	NO_Toxicity
BRD-A78322124	0.0	dobutamine	NO_Toxicity
BRD-A97701745	0.0	pindolol	YES_Toxicity
BRD-K91601245	0.0	mercaptopurine	YES_Toxicity
BRD-K55044200	0.0	amoxicillin	NO_Toxicity
BRD-K46424862	0.0	hymecromone	NO_Toxicity
BRD-K35531059	0.0	molsidomine	NO_Toxicity
BRD-K38055836	0.0	etamivan	YES_Toxicity
BRD-K19111024	0.0	clofibric-acid	NO_Toxicity
BRD-K72093121	0.0	vidarabine	YES_Toxicity
BRD-K93280214	0.0	gabazine	NO_Toxicity
BRD-K32164935	0.0	tolazamide	NO_Toxicity
BRD-K50938287	0.0	sumatriptan	NO_Toxicity
BRD-K28912512	0.0	nicotinamide	NO_Toxicity
BRD-K91263825	0.0	nortriptyline	YES_Toxicity
BRD-A31521121	0.0	methocarbamol	NO_Toxicity
BRD-K36616567	0.0	doxepin	YES_Toxicity
BRD-A21858158	0.0	praziquantel	NO_Toxicity
BRD-A23072235	0.0	pheniramine	YES_Toxicity
BRD-K97752965	0.0	nicorandil	NO_Toxicity
BRD-K07237224	0.0	moclobemide	NO_Toxicity
BRD-A97739905	0.0	ketoprofen	YES_Toxicity
BRD-A75552914	0.0	isoxicam	NO_Toxicity
BRD-A47065382	0.0	huperzine-a	YES_Toxicity
BRD-K50388907	0.0	fenofibrate	NO_Toxicity
BRD-A44008656	0.0	doxylamine	NO_Toxicity
BRD-K78373679	0.0	Ro-3306	YES_Toxicity
BRD-K52522949	0.0	NCH-51	NO_Toxicity
BRD-K09900591	0.0	caffeic-acid	NO_Toxicity
BRD-K01612348	0.0	meropenem	NO_Toxicity
BRD-A79237180	0.0	ascorbic-acid	NO_Toxicity
BRD-A67605442	0.0	tetrahydrobiopterin	NO_Toxicity
BRD-A31312900	0.0	montelukast	NO_Toxicity
BRD-A91555231	0.0	norepinephrine	YES_Toxicity
BRD-K79116891	0.0	proxymetacaine	YES_Toxicity
BRD-K86434416	0.0	selegiline	NO_Toxicity
BRD-K40645748	0.0	mefloquine	NO_Toxicity
BRD-K57886322	0.0	fluocinonide	YES_Toxicity
BRD-K68132782	0.0	terbinafine	NO_Toxicity
BRD-K11801786	0.0	trimidox	YES_Toxicity
BRD-A48631911	0.0	mibefradil	NO_Toxicity
BRD-K21520694	0.0	sulfacetamide	NO_Toxicity
BRD-K48168960	0.0	propylthiouracil	NO_Toxicity
BRD-K94353609	0.0	fluocinolone	NO_Toxicity
BRD-K38197229	0.0	bumetanide	NO_Toxicity
BRD-A79479878	0.0	testosterone	NO_Toxicity
BRD-A50157456	0.0	terbutaline	YES_Toxicity
BRD-A37776212	0.0	ICI-204448	NO_Toxicity
BRD-K21680192	0.0	mitoxantrone	YES_Toxicity
BRD-A07780951	0.0	orciprenaline	YES_Toxicity
BRD-M40783228	0.0	mesna	NO_Toxicity
BRD-K47323024	0.0	methapyrilene	YES_Toxicity
BRD-K88568253	0.0	iproniazid	NO_Toxicity
BRD-K96037667	0.0	norethindrone	NO_Toxicity
BRD-K44497846	0.0	enalapril	NO_Toxicity
BRD-A51382177	0.0	fosinopril	NO_Toxicity
BRD-A04308630	0.0	genipin	YES_Toxicity
BRD-K72903603	0.0	zidovudine	YES_Toxicity
BRD-A50311610	0.0	meclizine	NO_Toxicity
BRD-K67102207	0.0	phenylbutyrate	NO_Toxicity
BRD-K51418664	0.0	mitomycin-c	YES_Toxicity
BRD-K83153774	0.0	mirtazapine	YES_Toxicity
BRD-A79803969	0.0	memantine	YES_Toxicity
BRD-K08273968	0.0	griseofulvin	YES_Toxicity
BRD-A13188892	0.0	doxazosin	NO_Toxicity
BRD-A65282128	0.0	cefazolin	NO_Toxicity
BRD-K88868628	0.0	iodoacetic-acid	YES_Toxicity
BRD-K49519144	0.0	LY-2140023	NO_Toxicity
BRD-K35458079	0.0	edaravone	NO_Toxicity
BRD-K12002134	0.0	megestrol	NO_Toxicity
BRD-K11558771	0.0	droxinostat	NO_Toxicity
BRD-K11905747	0.0	spectinomycin	YES_Toxicity
BRD-K90885812	0.0	propantheline	NO_Toxicity
BRD-K73978287	0.0	hydrocortisone	NO_Toxicity
BRD-K86161929	0.0	cortisone	NO_Toxicity
BRD-K95739795	0.0	tetrabenazine	YES_Toxicity
BRD-K41143549	0.0	N20C	NO_Toxicity
BRD-A72988804	0.0	tiaprofenic-acid	YES_Toxicity
BRD-K15522385	0.0	cinanserin	NO_Toxicity
BRD-K23623876	0.0	decafluorobutane	NO_Toxicity
BRD-A75402480	0.0	deoxycorticosterone-acetate	NO_Toxicity
BRD-K32526544	0.0	DCEBIO	NO_Toxicity
BRD-K31633810	0.0	DAU-5884	YES_Toxicity
BRD-A68929948	0.0	DAPT-GSI-IX	NO_Toxicity
BRD-K10065684	0.0	dantron	NO_Toxicity
BRD-K26997899	0.0	D-64131	YES_Toxicity
BRD-K78637815	0.0	LY-320135	NO_Toxicity
BRD-A39290993	0.0	cyproterone	NO_Toxicity
BRD-K06234293	0.0	LY-364947	YES_Toxicity
BRD-K13533483	0.0	cyclosporin-a	NO_Toxicity
BRD-K14282469	0.0	LY-165163	NO_Toxicity
BRD-K89046952	0.0	ciclacillin	NO_Toxicity
BRD-A49680073	0.0	cucurbitacin-i	YES_Toxicity
BRD-K08890269	0.0	CO-102862	NO_Toxicity
BRD-A82371568	0.0	clofarabine	NO_Toxicity
BRD-K06014311	0.0	DH-97	YES_Toxicity
BRD-K96670504	0.0	lonidamine	NO_Toxicity
BRD-K12906962	0.0	dichlorobenzamil	NO_Toxicity
BRD-A68009927	0.0	daunorubicin	YES_Toxicity
BRD-K23478508	0.0	digoxin	YES_Toxicity
BRD-K81029756	0.0	diltiazem	YES_Toxicity
BRD-K18619710	0.0	digoxigenin	YES_Toxicity
BRD-K17674993	0.0	diflorasone	NO_Toxicity
BRD-K31238592	0.0	devazepide	YES_Toxicity
BRD-K98521173	0.0	desoxycortone	NO_Toxicity
BRD-A99177642	0.0	deltaline	NO_Toxicity
BRD-K33459542	0.0	ditolylguanidine	NO_Toxicity
BRD-K32645441	0.0	dipropyl-5ct	NO_Toxicity
BRD-K01624546	0.0	docosatrienoic-acid	NO_Toxicity
BRD-K39965020	0.0	doconexent	NO_Toxicity
BRD-K01648091	0.0	LE-300	YES_Toxicity
BRD-K85266041	0.0	DNQX	YES_Toxicity
BRD-K64044582	0.0	linoleamide	NO_Toxicity
BRD-K89274813	0.0	DMP-543	NO_Toxicity
BRD-K26573499	0.0	DMAB-anabaseine	NO_Toxicity
BRD-K07220430	0.0	cinnarizine	NO_Toxicity
BRD-K72816382	0.0	cinalukast	NO_Toxicity
BRD-K89210380	0.0	biotin	NO_Toxicity
BRD-K18618618	0.0	cimetidine	NO_Toxicity
BRD-A31575449	0.0	CGP-20712	NO_Toxicity
BRD-K95851186	0.0	CGP-13501	NO_Toxicity
BRD-A50737080	0.0	CGK-733	NO_Toxicity
BRD-K10870738	0.0	CDC	NO_Toxicity
BRD-K65503129	0.0	CCT-018159	NO_Toxicity
BRD-K28137194	0.0	loreclezole	NO_Toxicity
BRD-K15616905	0.0	CCCP	YES_Toxicity
BRD-K03600606	0.0	catechin	NO_Toxicity
BRD-A17411484	0.0	carprofen	NO_Toxicity
BRD-K67013324	0.0	luzindole	NO_Toxicity
BRD-K62289640	0.0	lylamine	NO_Toxicity
BRD-A98702003	0.0	carbenoxolone	NO_Toxicity
BRD-K27499107	0.0	carbacyclin	NO_Toxicity
BRD-K92138166	0.0	mammea-a	NO_Toxicity
BRD-A58157837	0.0	butabindide	NO_Toxicity
BRD-K74913225	0.0	brinzolamide	NO_Toxicity
BRD-A17065207	0.0	brefeldin-a	NO_Toxicity
BRD-K32292990	0.0	CGP-53353	YES_Toxicity
BRD-K03384561	0.0	roquinimex	NO_Toxicity
BRD-A89672324	0.0	CGP-55845	NO_Toxicity
BRD-A71459254	0.0	cymarin	NO_Toxicity
BRD-K28578425	0.0	cilostamide	NO_Toxicity
BRD-K02275692	0.0	cefotiam	NO_Toxicity
BRD-K71059170	0.0	cefixime	NO_Toxicity
BRD-K92492521	0.0	LY-255283	NO_Toxicity
BRD-A42167015	0.0	carteolol	NO_Toxicity
BRD-K46556543	0.0	potassium-canrenoate	NO_Toxicity
BRD-A30437061	0.0	camptothecin	YES_Toxicity
BRD-K08547377	0.0	irinotecan	NO_Toxicity
BRD-K62996583	0.0	lidoflazine	NO_Toxicity
BRD-K33860217	0.0	CP-94253	YES_Toxicity
BRD-A03816571	0.0	CP-55940	NO_Toxicity
BRD-K78692225	0.0	leflunomide	YES_Toxicity
BRD-A26032986	0.0	zaldaride	NO_Toxicity
BRD-K24526313	0.0	levcromakalim	NO_Toxicity
BRD-A81866333	0.0	CGS-21680	YES_Toxicity
BRD-K68103045	0.0	CGS-20625	NO_Toxicity
BRD-K97440753	0.0	dihydroergocristine	NO_Toxicity
BRD-K05181463	0.0	L-741626	YES_Toxicity
BRD-K73391359	0.0	quinisocaine	NO_Toxicity
BRD-K65814004	0.0	diphenyleneiodonium	YES_Toxicity
BRD-K59256312	0.0	gabexate	NO_Toxicity
BRD-K93258693	0.0	GW-9662	NO_Toxicity
BRD-K79930101	0.0	GW-583340	YES_Toxicity
BRD-K04146668	0.0	GW-441756	NO_Toxicity
BRD-K82983861	0.0	GW-0742	NO_Toxicity
BRD-K16664969	0.0	GTP-14564	NO_Toxicity
BRD-K40578143	0.0	GR-79236	YES_Toxicity
BRD-K02283807	0.0	GR-32191	YES_Toxicity
BRD-K52850071	0.0	WHI-P154	YES_Toxicity
BRD-K34034388	0.0	GBR-12783	NO_Toxicity
BRD-K92015269	0.0	GBR-12783	NO_Toxicity
BRD-K77998258	0.0	ganglioside	YES_Toxicity
BRD-K18059238	0.0	gamma-linolenic-acid	NO_Toxicity
BRD-K03015355	0.0	forskolin	YES_Toxicity
BRD-M00539986	0.0	formoterol	NO_Toxicity
BRD-A49734948	0.0	foliosidine	NO_Toxicity
BRD-K62310379	0.0	fluticasone-propionate	NO_Toxicity
BRD-K41731458	0.0	triclosan	NO_Toxicity
BRD-K42693031	0.0	glimepiride	NO_Toxicity
BRD-A86109770	0.0	guggulsterone	NO_Toxicity
BRD-K73290745	0.0	ICI-199441	NO_Toxicity
BRD-A26845397	0.0	isamoltane	YES_Toxicity
BRD-A54029483	0.0	IRL-2500	NO_Toxicity
BRD-A07029265	0.0	ipratropium	YES_Toxicity
BRD-A41722204	0.0	sulmazole	YES_Toxicity
BRD-K07117950	0.0	imperatorin	NO_Toxicity
BRD-K74305673	0.0	IKK-2-inhibitor-V	YES_Toxicity
BRD-K14618467	0.0	IKK-16	NO_Toxicity
BRD-K92726801	0.0	hydrastinine	NO_Toxicity
BRD-K18742343	0.0	H-8	NO_Toxicity
BRD-K76674262	0.0	homoharringtonine	YES_Toxicity
BRD-K08554278	0.0	bisbenzimide	NO_Toxicity
BRD-A97730597	0.0	hexylcaine	NO_Toxicity
BRD-K38903228	0.0	hesperidin	NO_Toxicity
BRD-K07996107	0.0	harpagoside	NO_Toxicity
BRD-K95885906	0.0	quercetagetin	NO_Toxicity
BRD-K64402243	0.0	ivachtin	NO_Toxicity
BRD-A59943784	0.0	fluticasone	NO_Toxicity
BRD-K53987533	0.0	fluphenazine	NO_Toxicity
BRD-K12184470	0.0	flunarizine	YES_Toxicity
BRD-K63913457	0.0	eicosatrienoic-acid	NO_Toxicity
BRD-A84205515	0.0	estriol	NO_Toxicity
BRD-A81177136	0.0	KN-62	NO_Toxicity
BRD-A39747742	0.0	estradiol-valerate	NO_Toxicity
BRD-A35033682	0.0	eriodictyol	NO_Toxicity
BRD-K19360254	0.0	ergocornine	YES_Toxicity
BRD-K42452249	0.0	EO-1428	NO_Toxicity
BRD-K88759641	0.0	EMD-66684	YES_Toxicity
BRD-K14765469	0.0	vesamicol	YES_Toxicity
BRD-K39339537	0.0	epirizole	NO_Toxicity
BRD-K27450477	0.0	EHNA	NO_Toxicity
BRD-A51820102	0.0	econazole	NO_Toxicity
BRD-K16233984	0.0	eriochrome-black-t	YES_Toxicity
BRD-A96485169	0.0	EBPC	NO_Toxicity
BRD-K68620903	0.0	dydrogesterone	NO_Toxicity
BRD-K92093830	0.0	doxorubicin	YES_Toxicity
BRD-K54759182	0.0	dosulepin	YES_Toxicity
BRD-K46068882	0.0	eugenitol	YES_Toxicity
BRD-A39969961	0.0	eplerenone	NO_Toxicity
BRD-A13650332	0.0	flucloxacillin	NO_Toxicity
BRD-A19195498	0.0	trimipramine	YES_Toxicity
BRD-K04546108	0.0	JAK3-inhibitor-VI	NO_Toxicity
BRD-K41160163	0.0	fenobam	YES_Toxicity
BRD-K08998509	0.0	fananserin	NO_Toxicity
BRD-K22010301	0.0	JLK-6	YES_Toxicity
BRD-A80641450	0.0	FR-139317	NO_Toxicity
BRD-K63675182	0.0	triflupromazine	YES_Toxicity
BRD-A65449987	0.0	flunisolide	YES_Toxicity
BRD-K44067360	0.0	flufenamic-acid	YES_Toxicity
BRD-A99411506	0.0	esculin	NO_Toxicity
BRD-K30296925	0.0	flavokavain-b	NO_Toxicity
BRD-K83508485	0.0	FK-888	NO_Toxicity
BRD-K17896185	0.0	FIT	NO_Toxicity
BRD-K51318897	0.0	fenbendazole	NO_Toxicity
BRD-K14821540	0.0	FCCP	NO_Toxicity
BRD-K63089472	0.0	farnesylthioacetic-acid	NO_Toxicity
BRD-K81839095	0.0	estrone	NO_Toxicity
BRD-K32906660	0.0	bis-tyrphostin	NO_Toxicity
BRD-A48570745	0.0	ivermectin	YES_Toxicity
BRD-K51751936	0.0	alfadolone-acetate	NO_Toxicity
BRD-K15164005	0.0	apoptosis-activator-II	NO_Toxicity
BRD-A17428743	0.0	BW-723C86	NO_Toxicity
BRD-K59469039	0.0	tyrphostin-AG-879	NO_Toxicity
BRD-A11813248	0.0	AM-92016	NO_Toxicity
BRD-A14798026	0.0	mestranol	NO_Toxicity
BRD-K81729199	0.0	AQ-RA741	NO_Toxicity
BRD-K29555132	0.0	arachidonamide	NO_Toxicity
BRD-K07762753	0.0	aminopurvalanol-a	YES_Toxicity
BRD-K39670393	0.0	amthamine	NO_Toxicity
BRD-K08502430	0.0	angiogenesis-inhibitor	NO_Toxicity
BRD-K91370081	0.0	anisomycin	YES_Toxicity
BRD-K23922020	0.0	arecaidine-propargyl-ester	NO_Toxicity
BRD-K11696279	0.0	BU-239	NO_Toxicity
BRD-K34092021	0.0	arvanil	YES_Toxicity
BRD-K25905511	0.0	buddleoflavonoloside	NO_Toxicity
BRD-K64236792	0.0	austricine	YES_Toxicity
BRD-K75615183	0.0	talipexole	NO_Toxicity
BRD-K43245338	0.0	MDL-28170	NO_Toxicity
BRD-K18799075	0.0	BAY-59-3074	NO_Toxicity
BRD-K46018455	0.0	bezafibrate	NO_Toxicity
BRD-A38913120	0.0	BH3I-1	NO_Toxicity
BRD-K28075147	0.0	biochanin-a	NO_Toxicity
BRD-K31054881	0.0	BMY-7378	NO_Toxicity
BRD-K45479396	0.0	BP-554	YES_Toxicity
BRD-A51829654	0.0	BRL-15572	NO_Toxicity
BRD-K33204703	0.0	AG-370	NO_Toxicity
BRD-K87919739	0.0	tyrphostin-AG-825	NO_Toxicity
BRD-A68891053	0.0	BW-B70C	YES_Toxicity
BRD-K08132273	0.0	tyrphostin	NO_Toxicity
BRD-K84663978	0.0	trequinsin	NO_Toxicity
BRD-A60294240	0.0	tribenoside	NO_Toxicity
BRD-K39188321	0.0	betamethasone	NO_Toxicity
BRD-A62021152	0.0	WAY-161503	NO_Toxicity
BRD-K42748308	0.0	XE-991	NO_Toxicity
BRD-K87696786	0.0	LY-456236	YES_Toxicity
BRD-K44084986	0.0	Y-27632	NO_Toxicity
BRD-K35586044	0.0	yohimbine	YES_Toxicity
BRD-K45296539	0.0	ZD-7114	YES_Toxicity
BRD-K66353228	0.0	zoxazolamine	NO_Toxicity
BRD-A47494775	0.0	dipivefrine	YES_Toxicity
BRD-K80451230	0.0	zamifenacin	YES_Toxicity
BRD-K17110974	0.0	aristolochic-acid	YES_Toxicity
BRD-K60230970	0.0	MG-132	NO_Toxicity
BRD-K07507905	0.0	BRL-37344	NO_Toxicity
BRD-A78360835	0.0	cercosporin	NO_Toxicity
BRD-A39268308	0.0	epibatidine	YES_Toxicity
BRD-A90490067	0.0	fulvestrant	NO_Toxicity
BRD-K78599730	0.0	manumycin-a	NO_Toxicity
BRD-K46384212	0.0	O-3M3FBS	YES_Toxicity
BRD-A95445494	0.0	maackiain	NO_Toxicity
BRD-A03623303	0.0	metoprolol	NO_Toxicity
BRD-K87991767	0.0	umbelliferone	NO_Toxicity
BRD-K49657628	0.0	tyrphostin-AG-18	NO_Toxicity
BRD-K34533029	0.0	tyrphostin-AG-494	NO_Toxicity
BRD-K89930444	0.0	AG-592	NO_Toxicity
BRD-K32501161	-0.0108	vanoxerine	NO_Toxicity
BRD-K06557128	-0.0143	voriconazole	NO_Toxicity
BRD-K12994359	-0.0157	valdecoxib	NO_Toxicity
BRD-A97674275	-0.0171	ranolazine	NO_Toxicity
BRD-K77947974	-0.0187	fluspirilene	NO_Toxicity
BRD-A95869247	-0.0188	indapamide	NO_Toxicity
BRD-K89085489	-0.0196	fenretinide	NO_Toxicity
BRD-K04430056	-0.0203	7-nitroindazole	YES_Toxicity
BRD-K06895174	-0.0217	cisapride	NO_Toxicity
BRD-K54314721	-0.0218	zolmitriptan	NO_Toxicity
BRD-K73397362	-0.0223	purmorphamine	NO_Toxicity
BRD-K60762818	-0.0228	desipramine	YES_Toxicity
BRD-K81272440	-0.024	dantrolene	YES_Toxicity
BRD-A49160188	-0.0248	donepezil	YES_Toxicity
BRD-K76723084	-0.0264	isotretinoin	NO_Toxicity
BRD-K11540476	-0.0274	EMF-BCA1-64	NO_Toxicity
BRD-K24023109	-0.0304	diltiazem	YES_Toxicity
BRD-K60038276	-0.0304	irbesartan	YES_Toxicity
BRD-K72726508	-0.0305	arcyriaflavin-a	NO_Toxicity
BRD-K75958195	-0.0314	pizotifen	NO_Toxicity
BRD-K82795137	-0.0315	loratadine	NO_Toxicity
BRD-K01507359	-0.0322	rifampicin	NO_Toxicity
BRD-K82846253	-0.0331	repaglinide	NO_Toxicity
BRD-K15025317	-0.0333	BAY-11-7082	NO_Toxicity
BRD-K85090592	-0.0334	pilocarpine	YES_Toxicity
BRD-K18779551	-0.0345	bifemelane	NO_Toxicity
BRD-A64092382	-0.0352	mexiletine	YES_Toxicity
BRD-K73395020	-0.0352	ARP-101	NO_Toxicity
BRD-A79768653	-0.0352	sirolimus	NO_Toxicity
BRD-K04196797	-0.0481	oxcarbazepine	NO_Toxicity
BRD-A47829399	-0.0603	artesunate	NO_Toxicity
BRD-K39987650	-0.0705	bisacodyl	NO_Toxicity
BRD-K33308633	-0.0705	INCA-6	NO_Toxicity
BRD-K06854232	-0.0705	AM-580	NO_Toxicity
BRD-K06712146	-0.0705	YM-90709	NO_Toxicity
BRD-K13544237	-0.0705	r(-)-propylnorapomorphine	YES_Toxicity
BRD-K54462405	-0.0705	doxepin	YES_Toxicity
BRD-K35483542	-0.0705	alitretinoin	NO_Toxicity
BRD-A09056319	-0.0705	alfuzosin	NO_Toxicity
BRD-K28936863	-0.0705	ketotifen	YES_Toxicity
BRD-K98548675	-0.0705	parthenolide	NO_Toxicity
BRD-K68507560	-0.0975	dicycloverine	NO_Toxicity
BRD-A97437073	-0.1057	rosiglitazone	NO_Toxicity
BRD-A23359898	-0.1057	sibutramine	YES_Toxicity
BRD-K64052750	-0.1057	gefitinib	NO_Toxicity
BRD-K73999723	-0.1057	telmisartan	NO_Toxicity
BRD-K28307902	-0.1057	flutamide	YES_Toxicity
BRD-K49049886	-0.1057	CGS-15943	NO_Toxicity
BRD-A10977446	-0.1057	carvedilol	YES_Toxicity
BRD-K56429665	-0.1057	calcipotriol	YES_Toxicity
BRD-K06593056	-0.1057	LE-135	NO_Toxicity
BRD-K96084870	-0.1057	DMBI	NO_Toxicity
BRD-K34776109	-0.1057	glimepiride	NO_Toxicity
BRD-K08252256	-0.1057	diclofenac	YES_Toxicity
BRD-K78838262	-0.1072	austricine	YES_Toxicity
BRD-A50764878	-0.1409	MDL-73005EF	NO_Toxicity
BRD-A64125466	-0.1409	dehydrocholate	NO_Toxicity
BRD-K14993104	-0.1409	bemegride	YES_Toxicity
BRD-K15834839	-0.1409	lobendazole	YES_Toxicity
BRD-K69608737	-0.1409	tacrolimus	YES_Toxicity
BRD-K57179821	-0.1762	crotamiton	NO_Toxicity
BRD-K94920105	-0.1762	DR-2313	YES_Toxicity
BRD-A27554692	-0.2114	altrenogest	NO_Toxicity
BRD-K65146499	-0.2114	nabumetone	NO_Toxicity
BRD-K65417056	-0.2412	meprylcaine	NO_Toxicity
BRD-K63945320	-0.2467	dihydrosamidin	NO_Toxicity
BRD-K60274257	-0.2467	dephostatin	YES_Toxicity
BRD-K64994968	-0.2467	progesterone	NO_Toxicity
BRD-K04710043	-0.2467	hexamethylenebisacetamide	NO_Toxicity
BRD-A36318220	-0.2467	necrostatin-1	YES_Toxicity
BRD-K33453211	-0.2586	levocabastine	NO_Toxicity
BRD-K67261995	-0.2819	adipiodone	NO_Toxicity
BRD-K72166146	-0.2819	dihydroergotamine	NO_Toxicity
BRD-A65280694	-0.2819	molindone	YES_Toxicity
BRD-K00532621	-0.2819	midazolam	YES_Toxicity
BRD-K12079898	-0.2819	PD-160170	YES_Toxicity
BRD-K28360340	-0.3164	TW-37	NO_Toxicity
BRD-K89402695	-0.3171	L-655240	YES_Toxicity
BRD-K96471533	-0.3171	nitazoxanide	NO_Toxicity
BRD-K21667562	-0.3171	AM-404	NO_Toxicity
BRD-K92000912	-0.3171	AM-251	NO_Toxicity
BRD-A48261811	-0.3171	argatroban	NO_Toxicity
BRD-K37289225	-0.3171	clozapine	YES_Toxicity
BRD-K10705233	-0.3171	GW-405833	YES_Toxicity
BRD-K97354755	-0.3217	SU-6656	YES_Toxicity
BRD-A39390670	-0.3394	rabeprazole	NO_Toxicity
BRD-K99616396	-0.3475	motesanib	NO_Toxicity
BRD-K44432556	-0.3524	VU-0418946-1	YES_Toxicity
BRD-A91699651	-0.3524	chloroquine	NO_Toxicity
BRD-K09471561	-0.3524	levofloxacin	NO_Toxicity
BRD-K15715913	-0.3524	fluperlapine	YES_Toxicity
BRD-K66412701	-0.3524	pazufloxacin	NO_Toxicity
BRD-K81169441	-0.3524	cerivastatin	NO_Toxicity
BRD-K39111395	-0.3876	BCL2-inhibitor	NO_Toxicity
BRD-A27887842	-0.3876	prednisolone	NO_Toxicity
BRD-K36927236	-0.3876	glibenclamide	NO_Toxicity
BRD-K73991644	-0.42200000000000004	isoquercetin	NO_Toxicity
BRD-A88254928	-0.4228	salbutamol	NO_Toxicity
BRD-K20338176	-0.4228	cefaclor	NO_Toxicity
BRD-A48430263	-0.4228	pioglitazone	NO_Toxicity
BRD-K21672174	-0.4228	Ro-28-1675	NO_Toxicity
BRD-K93880783	-0.4228	stavudine	NO_Toxicity
BRD-K68437527	-0.4228	EMF-BCA1-60	NO_Toxicity
BRD-K40742111	-0.4531	baeomycesic-acid	NO_Toxicity
BRD-A26384407	-0.4581	chlorthalidone	NO_Toxicity
BRD-K63550407	-0.4581	erythromycin	NO_Toxicity
BRD-K42098891	-0.4581	protriptyline	YES_Toxicity
BRD-K71534238	-0.4581	GW-9508	NO_Toxicity
BRD-A69960130	-0.4933	bromocriptine	NO_Toxicity
BRD-K74733595	-0.4933	APHA-compound-8	YES_Toxicity
BRD-K88871508	-0.4933	lisuride	YES_Toxicity
BRD-K90333595	-0.4933	phentolamine	NO_Toxicity
BRD-A39255369	-0.4933	DCPIB	NO_Toxicity
BRD-K00615600	-0.5051	AG-14361	YES_Toxicity
BRD-K61217870	-0.5263	N-(3-acetamidophenyl)-3-chlorobenzamide	NO_Toxicity
BRD-K57545991	-0.5285	enalapril	NO_Toxicity
BRD-A15530910	-0.5285	SDZ-21009	YES_Toxicity
BRD-K08287586	-0.5638	butyl-paraben	NO_Toxicity
BRD-K15563106	-0.5638	phloretin	NO_Toxicity
BRD-K57080016	-0.5638	selumetinib	NO_Toxicity
BRD-K17008822	-0.5638	BD-1008	NO_Toxicity
BRD-K22193694	-0.5638	dioxybenzone	NO_Toxicity
BRD-K49807096	-0.5638	benazepril	NO_Toxicity
BRD-K35559145	-0.599	levomepromazine	NO_Toxicity
BRD-K60060639	-0.599	N-methyllidocaine-iodide	YES_Toxicity
BRD-K46937689	-0.599	phenazone	NO_Toxicity
BRD-K93658967	-0.599	aloisine	NO_Toxicity
BRD-K72420232	-0.599	WZ-4002	NO_Toxicity
BRD-A95513702	-0.599	androsta-1,4-dien-3,17-dione	NO_Toxicity
BRD-K17894950	-0.6193	indirubin	NO_Toxicity
BRD-K37516142	-0.6342	idebenone	NO_Toxicity
BRD-A72596465	-0.6342	GW-6471	NO_Toxicity
BRD-K13800121	-0.6342	parecoxib	NO_Toxicity
BRD-K25310650	-0.6342	ormetoprim	NO_Toxicity
BRD-K88611939	-0.6342	aniracetam	NO_Toxicity
BRD-A38030642	-0.6695	cyclosporin-a	NO_Toxicity
BRD-K81209512	-0.6695	AG-494	NO_Toxicity
BRD-K70487031	-0.6695	flupentixol	YES_Toxicity
BRD-K61192372	-0.6695	capecitabine	NO_Toxicity
BRD-A30590053	-0.6695	MR-16728	NO_Toxicity
BRD-K05906022	-0.6695	limonin	YES_Toxicity
BRD-A94669766	-0.6695	naringenin	NO_Toxicity
BRD-K96799727	-0.6695	pifithrin-mu	NO_Toxicity
BRD-K10961822	-0.68	latanoprost	YES_Toxicity
BRD-A22143024	-0.7047	estropipate	NO_Toxicity
BRD-K31843556	-0.7047	T-0070907	NO_Toxicity
BRD-K47635719	-0.7047	dexamethasone	NO_Toxicity
BRD-A10188456	-0.7047	dexamethasone	NO_Toxicity
BRD-K63265447	-0.7047	docetaxel	NO_Toxicity
BRD-K19309090	-0.7047	SR-95639A	NO_Toxicity
BRD-K72783841	-0.74	tyrphostin-AG-555	NO_Toxicity
BRD-K56301217	-0.74	ABT-737	NO_Toxicity
BRD-K26241953	-0.7752	piceatannol	NO_Toxicity
BRD-K92870997	-0.7752	pterostilbene	NO_Toxicity
BRD-K62858456	-0.7752	lomerizine	YES_Toxicity
BRD-K40624912	-0.8064	ZM-39923	NO_Toxicity
BRD-K63630713	-0.8104	etacrynic-acid	NO_Toxicity
BRD-K97118047	-0.8104	4,5,6,7-tetrabromobenzotriazole	NO_Toxicity
BRD-K62736196	-0.8104	guanaben-acetate	YES_Toxicity
BRD-K66404838	-0.8104	nalbuphine	NO_Toxicity
BRD-A41995253	-0.8386	brucine	YES_Toxicity
BRD-M45964048	-0.8457	verteporfin	NO_Toxicity
